Station,Year,Month,Precipitation
AMH307,2016,9,
AMH307,2016,10,2.64
AMH307,2016,11,1.61
AMH307,2016,12,3.47
AMH307,2017,1,2.99
AMH307,2017,2,3.07
AMH307,2017,3,2.48
AMH307,2017,4,5.1
AMH307,2017,5,4.6
AMH307,2017,6,3.16
AMH307,2017,7,4.73
AMH307,2017,8,6.61
AMH307,2017,9,2.49
AMH307,2017,10,0.79
AMH307,2017,11,8.54
AMH307,2017,12,2.35
AMH307,2018,1,7.69
AMH307,2018,2,3.91
AMH307,2018,3,3.55
AMH307,2018,4,4.34
AMH307,2018,5,3.33
AMH307,2018,6,2.71
AMH307,2018,7,5.09
AMH307,2018,8,1.88
AMH307,2018,9,4.12
AMH307,2018,10,1.66
AMH307,2018,11,2.28
AMH307,2018,12,1.47
AMH307,2019,1,1.18
AMH307,2019,2,2.27
AMH307,2019,3,2.32
AMH307,2019,4,4.38
AMH307,2019,5,3.42
AMH307,2019,6,4.62
AMH307,2019,7,5.56
AMH307,2019,8,3.4
AMH307,2019,9,8.53
AMH307,2019,10,11.5
AMH307,2019,11,0.86
AMH307,2019,12,0.78
AMHNWS,1838,1,4.75
AMHNWS,1838,2,5.48
AMHNWS,1838,3,2.58
AMHNWS,1838,4,1.17
AMHNWS,1838,5,5.56
AMHNWS,1838,6,5.87
AMHNWS,1838,7,2.77
AMHNWS,1838,8,1.49
AMHNWS,1838,9,4.53
AMHNWS,1838,10,3.3
AMHNWS,1838,11,2.49
AMHNWS,1838,12,2.7
AMHNWS,1839,1,5.63
AMHNWS,1839,2,3.53
AMHNWS,1839,3,7.37
AMHNWS,1839,4,3.52
AMHNWS,1839,5,5.47
AMHNWS,1839,6,6.5
AMHNWS,1839,7,4.02
AMHNWS,1839,8,1.7
AMHNWS,1839,9,2.51
AMHNWS,1839,10,2.95
AMHNWS,1839,11,1.13
AMHNWS,1839,12,4.62
AMHNWS,1840,1,5.06
AMHNWS,1840,2,2.81
AMHNWS,1840,3,2.73
AMHNWS,1840,4,3.42
AMHNWS,1840,5,2.87
AMHNWS,1840,6,3.15
AMHNWS,1840,7,2.82
AMHNWS,1840,8,1.76
AMHNWS,1840,9,3.36
AMHNWS,1840,10,4.19
AMHNWS,1840,11,1.94
AMHNWS,1840,12,2.67
AMHNWS,1841,1,3.26
AMHNWS,1841,2,4.64
AMHNWS,1841,3,1.35
AMHNWS,1841,4,2.11
AMHNWS,1841,5,0.53
AMHNWS,1841,6,2.52
AMHNWS,1841,7,2.09
AMHNWS,1841,8,1.95
AMHNWS,1841,9,1.72
AMHNWS,1841,10,4.18
AMHNWS,1841,11,4.95
AMHNWS,1841,12,1.56
AMHNWS,1842,1,3.49
AMHNWS,1842,2,2.79
AMHNWS,1842,3,2.61
AMHNWS,1842,4,4.81
AMHNWS,1842,5,2.79
AMHNWS,1842,6,2.98
AMHNWS,1842,7,4.79
AMHNWS,1842,8,2.64
AMHNWS,1842,9,3.58
AMHNWS,1842,10,5.47
AMHNWS,1842,11,6.94
AMHNWS,1842,12,5.57
AMHNWS,1843,1,5.51
AMHNWS,1843,2,2.79
AMHNWS,1843,3,1.85
AMHNWS,1843,4,2.31
AMHNWS,1843,5,3.3
AMHNWS,1843,6,2.26
AMHNWS,1843,7,1.4
AMHNWS,1843,8,2.99
AMHNWS,1843,9,2.73
AMHNWS,1843,10,3.38
AMHNWS,1843,11,2.4
AMHNWS,1843,12,4.51
AMHNWS,1844,1,5.0
AMHNWS,1844,2,3.75
AMHNWS,1844,3,4.93
AMHNWS,1844,4,6.73
AMHNWS,1844,5,2.88
AMHNWS,1844,6,0.75
AMHNWS,1844,7,3.96
AMHNWS,1844,8,2.2
AMHNWS,1844,9,5.94
AMHNWS,1844,10,3.5
AMHNWS,1844,11,3.47
AMHNWS,1844,12,2.47
AMHNWS,1845,1,3.13
AMHNWS,1845,2,3.06
AMHNWS,1845,3,5.28
AMHNWS,1845,4,1.82
AMHNWS,1845,5,2.94
AMHNWS,1845,6,1.28
AMHNWS,1845,7,1.81
AMHNWS,1845,8,2.04
AMHNWS,1845,9,1.1
AMHNWS,1845,10,2.02
AMHNWS,1845,11,2.37
AMHNWS,1845,12,3.48
AMHNWS,1846,1,3.21
AMHNWS,1846,2,4.66
AMHNWS,1846,3,5.32
AMHNWS,1846,4,2.35
AMHNWS,1846,5,7.03
AMHNWS,1846,6,8.97
AMHNWS,1846,7,1.03
AMHNWS,1846,8,0.67
AMHNWS,1846,9,5.14
AMHNWS,1846,10,4.64
AMHNWS,1846,11,1.24
AMHNWS,1846,12,1.7
AMHNWS,1847,1,5.13
AMHNWS,1847,2,4.5
AMHNWS,1847,3,2.14
AMHNWS,1847,4,1.29
AMHNWS,1847,5,4.42
AMHNWS,1847,6,2.35
AMHNWS,1847,7,2.02
AMHNWS,1847,8,2.39
AMHNWS,1847,9,5.14
AMHNWS,1847,10,4.04
AMHNWS,1847,11,6.25
AMHNWS,1847,12,3.2
AMHNWS,1848,1,5.01
AMHNWS,1848,2,6.43
AMHNWS,1848,3,3.17
AMHNWS,1848,4,
AMHNWS,1848,5,2.22
AMHNWS,1848,6,3.7
AMHNWS,1848,7,1.28
AMHNWS,1848,8,4.41
AMHNWS,1848,9,5.02
AMHNWS,1848,10,2.47
AMHNWS,1848,11,2.45
AMHNWS,1848,12,2.99
AMHNWS,1849,1,2.77
AMHNWS,1849,2,2.5
AMHNWS,1849,3,2.72
AMHNWS,1849,4,2.23
AMHNWS,1849,5,3.27
AMHNWS,1849,6,3.85
AMHNWS,1849,7,1.45
AMHNWS,1849,8,2.51
AMHNWS,1849,9,5.21
AMHNWS,1849,10,4.64
AMHNWS,1849,11,1.92
AMHNWS,1849,12,4.29
AMHNWS,1850,1,3.21
AMHNWS,1850,2,5.61
AMHNWS,1850,3,4.26
AMHNWS,1850,4,1.88
AMHNWS,1850,5,2.23
AMHNWS,1850,6,4.8
AMHNWS,1850,7,5.09
AMHNWS,1850,8,4.01
AMHNWS,1850,9,3.4
AMHNWS,1850,10,5.53
AMHNWS,1850,11,4.85
AMHNWS,1850,12,4.55
AMHNWS,1851,1,7.02
AMHNWS,1851,2,1.41
AMHNWS,1851,3,3.22
AMHNWS,1851,4,3.55
AMHNWS,1851,5,4.18
AMHNWS,1851,6,3.63
AMHNWS,1851,7,3.47
AMHNWS,1851,8,1.36
AMHNWS,1851,9,6.45
AMHNWS,1851,10,4.32
AMHNWS,1851,11,3.72
AMHNWS,1851,12,2.87
AMHNWS,1852,1,2.51
AMHNWS,1852,2,2.17
AMHNWS,1852,3,4.45
AMHNWS,1852,4,3.24
AMHNWS,1852,5,3.39
AMHNWS,1852,6,4.96
AMHNWS,1852,7,2.12
AMHNWS,1852,8,3.89
AMHNWS,1852,9,5.82
AMHNWS,1852,10,7.07
AMHNWS,1852,11,4.38
AMHNWS,1852,12,3.92
AMHNWS,1853,1,2.45
AMHNWS,1853,2,2.83
AMHNWS,1853,3,3.03
AMHNWS,1853,4,3.82
AMHNWS,1853,5,3.06
AMHNWS,1853,6,2.06
AMHNWS,1853,7,3.12
AMHNWS,1853,8,3.63
AMHNWS,1853,9,2.6
AMHNWS,1853,10,5.13
AMHNWS,1853,11,3.67
AMHNWS,1853,12,3.38
AMHNWS,1854,1,3.85
AMHNWS,1854,2,3.91
AMHNWS,1854,3,6.09
AMHNWS,1854,4,2.88
AMHNWS,1854,5,0.84
AMHNWS,1854,6,4.78
AMHNWS,1854,7,2.01
AMHNWS,1854,8,7.49
AMHNWS,1854,9,2.21
AMHNWS,1854,10,3.43
AMHNWS,1854,11,2.3
AMHNWS,1854,12,4.06
AMHNWS,1855,1,2.92
AMHNWS,1855,2,4.72
AMHNWS,1855,3,2.42
AMHNWS,1855,4,3.63
AMHNWS,1855,5,1.86
AMHNWS,1855,6,3.53
AMHNWS,1855,7,1.69
AMHNWS,1855,8,0.4
AMHNWS,1855,9,1.5
AMHNWS,1855,10,1.8
AMHNWS,1855,11,2.54
AMHNWS,1855,12,3.87
AMHNWS,1856,1,5.35
AMHNWS,1856,2,6.04
AMHNWS,1856,3,4.21
AMHNWS,1856,4,9.23
AMHNWS,1856,5,12.11
AMHNWS,1856,6,0.98
AMHNWS,1856,7,0.98
AMHNWS,1856,8,6.7
AMHNWS,1856,9,3.98
AMHNWS,1856,10,2.66
AMHNWS,1856,11,1.07
AMHNWS,1856,12,5.19
AMHNWS,1857,1,5.66
AMHNWS,1857,2,2.94
AMHNWS,1857,3,1.13
AMHNWS,1857,4,4.52
AMHNWS,1857,5,3.27
AMHNWS,1857,6,3.87
AMHNWS,1857,7,2.44
AMHNWS,1857,8,5.24
AMHNWS,1857,9,3.0
AMHNWS,1857,10,6.08
AMHNWS,1857,11,3.81
AMHNWS,1857,12,6.65
AMHNWS,1858,1,7.7
AMHNWS,1858,2,4.26
AMHNWS,1858,3,2.6
AMHNWS,1858,4,3.07
AMHNWS,1858,5,2.34
AMHNWS,1858,6,1.69
AMHNWS,1858,7,5.98
AMHNWS,1858,8,5.53
AMHNWS,1858,9,3.0
AMHNWS,1858,10,2.86
AMHNWS,1858,11,4.38
AMHNWS,1858,12,3.52
AMHNWS,1859,1,3.38
AMHNWS,1859,2,3.04
AMHNWS,1859,3,1.94
AMHNWS,1859,4,3.57
AMHNWS,1859,5,3.25
AMHNWS,1859,6,3.21
AMHNWS,1859,7,4.66
AMHNWS,1859,8,5.27
AMHNWS,1859,9,6.32
AMHNWS,1859,10,2.06
AMHNWS,1859,11,1.93
AMHNWS,1859,12,4.6
AMHNWS,1860,1,1.85
AMHNWS,1860,2,3.03
AMHNWS,1860,3,4.72
AMHNWS,1860,4,6.64
AMHNWS,1860,5,5.33
AMHNWS,1860,6,3.97
AMHNWS,1860,7,1.94
AMHNWS,1860,8,2.16
AMHNWS,1860,9,2.55
AMHNWS,1860,10,3.77
AMHNWS,1860,11,3.13
AMHNWS,1860,12,1.25
AMHNWS,1861,1,3.73
AMHNWS,1861,2,3.25
AMHNWS,1861,3,2.95
AMHNWS,1861,4,4.13
AMHNWS,1861,5,4.11
AMHNWS,1861,6,4.97
AMHNWS,1861,7,3.79
AMHNWS,1861,8,5.13
AMHNWS,1861,9,6.18
AMHNWS,1861,10,2.85
AMHNWS,1861,11,1.01
AMHNWS,1861,12,4.86
AMHNWS,1862,1,2.42
AMHNWS,1862,2,6.54
AMHNWS,1862,3,4.13
AMHNWS,1862,4,3.07
AMHNWS,1862,5,2.35
AMHNWS,1862,6,3.21
AMHNWS,1862,7,3.18
AMHNWS,1862,8,4.48
AMHNWS,1862,9,1.87
AMHNWS,1862,10,3.44
AMHNWS,1862,11,1.34
AMHNWS,1862,12,2.21
AMHNWS,1863,1,0.92
AMHNWS,1863,2,1.05
AMHNWS,1863,3,2.16
AMHNWS,1863,4,2.36
AMHNWS,1863,5,3.22
AMHNWS,1863,6,3.44
AMHNWS,1863,7,4.16
AMHNWS,1863,8,1.91
AMHNWS,1863,9,2.28
AMHNWS,1863,10,7.45
AMHNWS,1863,11,11.05
AMHNWS,1863,12,0.82
AMHNWS,1864,1,0.66
AMHNWS,1864,2,5.35
AMHNWS,1864,3,4.7
AMHNWS,1864,4,2.47
AMHNWS,1864,5,1.1
AMHNWS,1864,6,4.98
AMHNWS,1864,7,4.51
AMHNWS,1864,8,2.37
AMHNWS,1864,9,1.32
AMHNWS,1864,10,3.02
AMHNWS,1864,11,2.94
AMHNWS,1864,12,1.97
AMHNWS,1865,1,2.7
AMHNWS,1865,2,4.39
AMHNWS,1865,3,2.81
AMHNWS,1865,4,6.19
AMHNWS,1865,5,3.57
AMHNWS,1865,6,4.79
AMHNWS,1865,7,6.17
AMHNWS,1865,8,2.61
AMHNWS,1865,9,
AMHNWS,1865,10,2.27
AMHNWS,1865,11,2.83
AMHNWS,1865,12,
AMHNWS,1866,1,
AMHNWS,1866,2,
AMHNWS,1866,3,
AMHNWS,1866,4,
AMHNWS,1866,5,
AMHNWS,1866,6,
AMHNWS,1866,7,
AMHNWS,1866,8,
AMHNWS,1866,9,
AMHNWS,1866,10,
AMHNWS,1866,11,
AMHNWS,1866,12,1.91
AMHNWS,1867,1,5.02
AMHNWS,1867,2,2.07
AMHNWS,1867,3,5.26
AMHNWS,1867,4,
AMHNWS,1867,5,7.54
AMHNWS,1867,6,4.79
AMHNWS,1867,7,
AMHNWS,1867,8,3.35
AMHNWS,1867,9,5.23
AMHNWS,1867,10,2.67
AMHNWS,1867,11,2.45
AMHNWS,1867,12,
AMHNWS,1868,1,6.63
AMHNWS,1868,2,6.38
AMHNWS,1868,3,244.0
AMHNWS,1868,4,5.62
AMHNWS,1868,5,1.79
AMHNWS,1868,6,3.59
AMHNWS,1868,7,5.35
AMHNWS,1868,8,0.71
AMHNWS,1868,9,4.18
AMHNWS,1868,10,4.74
AMHNWS,1868,11,
AMHNWS,1868,12,
AMHNWS,1869,1,7.0
AMHNWS,1869,2,6.23
AMHNWS,1869,3,
AMHNWS,1869,4,5.77
AMHNWS,1869,5,2.61
AMHNWS,1869,6,5.04
AMHNWS,1869,7,2.93
AMHNWS,1869,8,7.26
AMHNWS,1869,9,4.22
AMHNWS,1869,10,4.05
AMHNWS,1869,11,3.22
AMHNWS,1869,12,4.55
AMHNWS,1870,1,3.56
AMHNWS,1870,2,2.63
AMHNWS,1870,3,6.35
AMHNWS,1870,4,
AMHNWS,1870,5,
AMHNWS,1870,6,
AMHNWS,1870,7,
AMHNWS,1870,8,
AMHNWS,1870,9,
AMHNWS,1870,10,
AMHNWS,1870,11,
AMHNWS,1870,12,
AMHNWS,1871,1,
AMHNWS,1871,2,
AMHNWS,1871,3,1.12
AMHNWS,1871,4,5.12
AMHNWS,1871,5,3.65
AMHNWS,1871,6,2.13
AMHNWS,1871,7,1.66
AMHNWS,1871,8,4.11
AMHNWS,1871,9,2.54
AMHNWS,1871,10,2.11
AMHNWS,1871,11,2.49
AMHNWS,1871,12,4.37
AMHNWS,1872,1,3.44
AMHNWS,1872,2,6.22
AMHNWS,1872,3,3.69
AMHNWS,1872,4,5.31
AMHNWS,1872,5,6.73
AMHNWS,1872,6,2.82
AMHNWS,1872,7,1.91
AMHNWS,1872,8,2.14
AMHNWS,1872,9,2.96
AMHNWS,1872,10,1.59
AMHNWS,1872,11,4.91
AMHNWS,1872,12,5.48
AMHNWS,1873,1,3.6
AMHNWS,1873,2,2.81
AMHNWS,1873,3,2.81
AMHNWS,1873,4,3.54
AMHNWS,1873,5,2.99
AMHNWS,1873,6,3.08
AMHNWS,1873,7,1.86
AMHNWS,1873,8,2.65
AMHNWS,1873,9,4.69
AMHNWS,1873,10,2.94
AMHNWS,1873,11,2.29
AMHNWS,1873,12,4.83
AMHNWS,1874,1,4.18
AMHNWS,1874,2,6.17
AMHNWS,1874,3,2.73
AMHNWS,1874,4,6.18
AMHNWS,1874,5,6.37
AMHNWS,1874,6,3.42
AMHNWS,1874,7,2.46
AMHNWS,1874,8,3.72
AMHNWS,1874,9,2.53
AMHNWS,1874,10,0.87
AMHNWS,1874,11,
AMHNWS,1874,12,
AMHNWS,1875,1,
AMHNWS,1875,2,
AMHNWS,1875,3,
AMHNWS,1875,4,
AMHNWS,1875,5,
AMHNWS,1875,6,
AMHNWS,1875,7,
AMHNWS,1875,8,
AMHNWS,1875,9,
AMHNWS,1875,10,
AMHNWS,1875,11,1.91
AMHNWS,1875,12,1.91
AMHNWS,1876,1,3.5
AMHNWS,1876,2,2.79
AMHNWS,1876,3,1.05
AMHNWS,1876,4,2.58
AMHNWS,1876,5,3.28
AMHNWS,1876,6,3.17
AMHNWS,1876,7,3.47
AMHNWS,1876,8,5.15
AMHNWS,1876,9,4.42
AMHNWS,1876,10,3.82
AMHNWS,1876,11,4.66
AMHNWS,1876,12,6.55
AMHNWS,1877,1,2.71
AMHNWS,1877,2,1.04
AMHNWS,1877,3,2.97
AMHNWS,1877,4,2.36
AMHNWS,1877,5,5.12
AMHNWS,1877,6,3.65
AMHNWS,1877,7,3.44
AMHNWS,1877,8,2.71
AMHNWS,1877,9,3.5
AMHNWS,1877,10,3.22
AMHNWS,1877,11,3.74
AMHNWS,1877,12,2.47
AMHNWS,1878,1,2.86
AMHNWS,1878,2,1.44
AMHNWS,1878,3,2.1
AMHNWS,1878,4,1.02
AMHNWS,1878,5,1.0
AMHNWS,1878,6,2.2
AMHNWS,1878,7,1.98
AMHNWS,1878,8,3.93
AMHNWS,1878,9,3.79
AMHNWS,1878,10,5.15
AMHNWS,1878,11,6.99
AMHNWS,1878,12,2.89
AMHNWS,1879,1,8.88
AMHNWS,1879,2,10.21
AMHNWS,1879,3,0.82
AMHNWS,1879,4,0.7
AMHNWS,1879,5,4.49
AMHNWS,1879,6,4.92
AMHNWS,1879,7,1.98
AMHNWS,1879,8,1.06
AMHNWS,1879,9,4.98
AMHNWS,1879,10,4.46
AMHNWS,1879,11,2.39
AMHNWS,1879,12,1.33
AMHNWS,1880,1,3.82
AMHNWS,1880,2,2.85
AMHNWS,1880,3,1.95
AMHNWS,1880,4,2.54
AMHNWS,1880,5,5.23
AMHNWS,1880,6,3.67
AMHNWS,1880,7,6.09
AMHNWS,1880,8,3.7
AMHNWS,1880,9,5.19
AMHNWS,1880,10,6.42
AMHNWS,1880,11,3.23
AMHNWS,1880,12,1.75
AMHNWS,1881,1,2.28
AMHNWS,1881,2,3.31
AMHNWS,1881,3,1.85
AMHNWS,1881,4,4.84
AMHNWS,1881,5,5.87
AMHNWS,1881,6,2.95
AMHNWS,1881,7,2.65
AMHNWS,1881,8,3.92
AMHNWS,1881,9,2.5
AMHNWS,1881,10,2.93
AMHNWS,1881,11,2.54
AMHNWS,1881,12,1.79
AMHNWS,1882,1,3.72
AMHNWS,1882,2,4.03
AMHNWS,1882,3,
AMHNWS,1882,4,3.89
AMHNWS,1882,5,2.12
AMHNWS,1882,6,3.76
AMHNWS,1882,7,1.59
AMHNWS,1882,8,2.92
AMHNWS,1882,9,1.59
AMHNWS,1882,10,1.74
AMHNWS,1882,11,1.37
AMHNWS,1882,12,2.05
AMHNWS,1883,1,3.56
AMHNWS,1883,2,3.85
AMHNWS,1883,3,5.69
AMHNWS,1883,4,6.1
AMHNWS,1883,5,3.72
AMHNWS,1883,6,8.3
AMHNWS,1883,7,11.9
AMHNWS,1883,8,1.2
AMHNWS,1883,9,0.61
AMHNWS,1883,10,4.94
AMHNWS,1883,11,5.07
AMHNWS,1883,12,2.13
AMHNWS,1884,1,0.89
AMHNWS,1884,2,4.29
AMHNWS,1884,3,5.67
AMHNWS,1884,4,2.56
AMHNWS,1884,5,1.04
AMHNWS,1884,6,4.54
AMHNWS,1884,7,3.21
AMHNWS,1884,8,3.63
AMHNWS,1884,9,2.43
AMHNWS,1884,10,5.54
AMHNWS,1884,11,3.76
AMHNWS,1884,12,9.07
AMHNWS,1885,1,2.98
AMHNWS,1885,2,6.35
AMHNWS,1885,3,6.33
AMHNWS,1885,4,3.89
AMHNWS,1885,5,2.66
AMHNWS,1885,6,3.35
AMHNWS,1885,7,2.47
AMHNWS,1885,8,1.7
AMHNWS,1885,9,6.55
AMHNWS,1885,10,5.16
AMHNWS,1885,11,2.65
AMHNWS,1885,12,3.32
AMHNWS,1886,1,4.07
AMHNWS,1886,2,3.78
AMHNWS,1886,3,4.59
AMHNWS,1886,4,3.55
AMHNWS,1886,5,3.55
AMHNWS,1886,6,3.04
AMHNWS,1886,7,8.66
AMHNWS,1886,8,3.78
AMHNWS,1886,9,5.38
AMHNWS,1886,10,4.4
AMHNWS,1886,11,5.46
AMHNWS,1886,12,
AMHNWS,1887,1,2.96
AMHNWS,1887,2,4.32
AMHNWS,1887,3,1.78
AMHNWS,1887,4,3.71
AMHNWS,1887,5,4.01
AMHNWS,1887,6,2.2
AMHNWS,1887,7,3.43
AMHNWS,1887,8,5.63
AMHNWS,1887,9,6.73
AMHNWS,1887,10,4.38
AMHNWS,1887,11,3.6
AMHNWS,1887,12,2.02
AMHNWS,1888,1,2.41
AMHNWS,1888,2,2.78
AMHNWS,1888,3,3.42
AMHNWS,1888,4,2.71
AMHNWS,1888,5,1.52
AMHNWS,1888,6,2.81
AMHNWS,1888,7,3.52
AMHNWS,1888,8,2.72
AMHNWS,1888,9,3.18
AMHNWS,1888,10,3.64
AMHNWS,1888,11,4.06
AMHNWS,1888,12,3.57
AMHNWS,1889,1,4.48
AMHNWS,1889,2,6.37
AMHNWS,1889,3,2.49
AMHNWS,1889,4,0.63
AMHNWS,1889,5,5.35
AMHNWS,1889,6,2.23
AMHNWS,1889,7,8.44
AMHNWS,1889,8,2.9
AMHNWS,1889,9,3.01
AMHNWS,1889,10,2.18
AMHNWS,1889,11,3.19
AMHNWS,1889,12,2.91
AMHNWS,1890,1,4.4
AMHNWS,1890,2,1.84
AMHNWS,1890,3,3.89
AMHNWS,1890,4,2.27
AMHNWS,1890,5,2.84
AMHNWS,1890,6,0.83
AMHNWS,1890,7,0.86
AMHNWS,1890,8,2.29
AMHNWS,1890,9,2.13
AMHNWS,1890,10,3.11
AMHNWS,1890,11,2.45
AMHNWS,1890,12,5.26
AMHNWS,1891,1,5.04
AMHNWS,1891,2,2.57
AMHNWS,1891,3,8.91
AMHNWS,1891,4,10.79
AMHNWS,1891,5,0.75
AMHNWS,1891,6,0.95
AMHNWS,1891,7,4.52
AMHNWS,1891,8,6.21
AMHNWS,1891,9,2.4
AMHNWS,1891,10,0.75
AMHNWS,1891,11,3.65
AMHNWS,1891,12,4.7
AMHNWS,1892,1,2.95
AMHNWS,1892,2,3.47
AMHNWS,1892,3,1.7
AMHNWS,1892,4,1.6
AMHNWS,1892,5,1.23
AMHNWS,1892,6,3.03
AMHNWS,1892,7,5.0
